****************************************************************************************************
                              NEIGHBORHOOD MATCHING VALIDATION REPORT
====================================================================================================
Total matched/processed records: 1177

ILCE                          MAHALLE                       AFAD_MAHALLE                  ESLESME_TURU                  
DIKILI                        KATIRALANI                    KATIRALANI                    EXACT                         
DIKILI                        KIRATLI                       KIRATLI                       EXACT                         
DIKILI                        KIROBA                        KIROBA(MAZILI)                BASE_EXACT                    
DIKILI                        KIZILCUKUR                    KIZILCUKUR                    EXACT                         
DIKILI                        KOCAOBA                       KOCAOBA                       EXACT                         
DIKILI                        MERDIVENLI                    MERDIVENLI                    EXACT                         
DIKILI                        NEBILER                       NEBILER                       EXACT                         
DIKILI                        SALIHLER                      SALIHLER                      EXACT                         
DIKILI                        SALIMBEY                      SALIMBEY                      EXACT                         
DIKILI                        SAMANLIKKOY                   SAMANLIKKOY                   EXACT                         
DIKILI                        UZUNBURUN                     UZUNBURUN                     EXACT                         
DIKILI                        YAHSIBEY                      YAHSIBEY                      EXACT                         
DIKILI                        YAYLAYURT                     YAYLAYURT                     EXACT                         
DIKILI                        YENICE                        YENICE                        EXACT                         
FOCA                          ATATURK                       ATATURK                       EXACT                         
FOCA                          CUMHURIYET                    CUMHURIYET                    EXACT                         
FOCA                          FATIH                         FATIH                         EXACT                         
FOCA                          FEVZICAKMAK                   FEVZICAKMAK                   EXACT                         
FOCA                          FEVZIPASA                     FEVZIPASA                     EXACT                         
FOCA                          HACIVELI                      HACIVELI                      EXACT                         
FOCA                          ILIPINAR                      ILIPINAR                      EXACT                         
FOCA                          ISMETPASA                     ISMETPASA                     EXACT                         
FOCA                          KAZIMDIRIK                    KAZIMDIRIK                    EXACT                         
FOCA                          KEMALATATURK                  KEMALATATURK                  EXACT                         
FOCA                          KOCAMEHMETLER                 KOCAMEHMETLER                 EXACT                         
FOCA                          KOZBEYLI                      KOZBEYLI                      EXACT                         
FOCA                          MARESALFEVZICAKMAK            MARASELFEVZICAKMAK            STRICT_FUZZY                  
FOCA                          MUSTAFAKEMALATATURK           MUSTAFAKEMALATATURK           EXACT                         
FOCA                          YENIBAGARASI                  YENIBAGARASI                  EXACT                         
FOCA                          YENIKOY                       YENIKOY                       EXACT                         
GAZIEMIR                      AKTEPE                        AKTEPE                        EXACT                         
GAZIEMIR                      ATATURK                       ATATURK                       EXACT                         
GAZIEMIR                      ATIFBEY                       ATIFBEY                       EXACT                         
GAZIEMIR                      BEYAZEVLER                    BEYAZEVLER                    EXACT                         
GAZIEMIR                      BINBASIRESATBEY               BINBASIRESATBEYMAH.           EXACT                         
GAZIEMIR                      DOKUZEYLUL                    DOKUZEYLUL                    EXACT                         
GAZIEMIR                      EMREZ                         EMREZ                         EXACT                         
GAZIEMIR                      FATIH                         FATIH                         EXACT                         
GAZIEMIR                      GAZIKENT                      GAZIKENT                      EXACT                         
GAZIEMIR                      GAZI                          GAZI                          EXACT                         
GAZIEMIR                      HURRIYET                      HURRIYET                      EXACT                         
GAZIEMIR                      IRMAK                         IRMAK                         EXACT                         
GAZIEMIR                      MENDERES                      MENDERES                      EXACT                         
GAZIEMIR                      SEVGI                         SEVGI                         EXACT                         
GAZIEMIR                      YESIL                         YESIL                         EXACT                         
GAZIEMIR                      ZAFER                         ZAFER                         EXACT                         
GUZELBAHCE                    ATATURK                       ATATURK                       EXACT                         
GUZELBAHCE                    CAMLI                         CAMLI                         EXACT                         
GUZELBAHCE                    CELEBI                        CELEBI                        EXACT                         
GUZELBAHCE                    KAHRAMANDERE                  KAHRAMANDERE                  EXACT                         
GUZELBAHCE                    KUCUKKAYA                     KUCUKKAYA                     EXACT                         
GUZELBAHCE                    MALTEPE                       MALTEPE                       EXACT                         
GUZELBAHCE                    MUSTAFAKEMALPASA              MUSTAFAKEMALPASA              EXACT                         
GUZELBAHCE                    PAYAMLI                       PAYAMLI                       EXACT                         
GUZELBAHCE                    SITELER                       SITELER                       EXACT                         
GUZELBAHCE                    YAKA                          YAKA                          EXACT                         
GUZELBAHCE                    YALI                          YALI                          EXACT                         
GUZELBAHCE                    YELKI                         YELKI                         EXACT                         
KARABAGLAR                    ADNANSUVARI                   ADNANSUVARI                   EXACT                         
KARABAGLAR                    ALIFUATCEBESOY                ALIFUATCEBESOY                EXACT                         
KARABAGLAR                    ARAPHASAN                     ARAPHASAN                     EXACT                         
KARABAGLAR                    ASIKVEYSEL                    ASIKVEYSEL                    EXACT                         
KARABAGLAR                    AYDIN                         AYDIN                         EXACT                         
KARABAGLAR                    BAHAR                         BAHAR                         EXACT                         
KARABAGLAR                    BAHCELIEVLER                  BAHCELIEVLER                  EXACT                         
KARABAGLAR                    BAHRIYEUCOK                   BAHRIYEUCOK                   EXACT                         
KARABAGLAR                    BARIS                         BARIS                         EXACT                         
KARABAGLAR                    BASINSITESI                   BASINSITESI                   EXACT                         
KARABAGLAR                    BOZYAKA                       BOZYAKA                       EXACT                         
KARABAGLAR                    CALIKUSU                      CALIKUSU                      EXACT                         
KARABAGLAR                    CENNETCESME                   CENNETCESME                   EXACT                         
KARABAGLAR                    CENNETOGLU                    CENNETOGLU                    EXACT                         
KARABAGLAR                    DEVRIM                        DEVRIM                        EXACT                         
KARABAGLAR                    DOGANAY                       DOGANAY                       EXACT                         
KARABAGLAR                    ESENTEPE                      ESENTEPE                      EXACT                         
KARABAGLAR                    ESENYALI                      ESENYALI                      EXACT                         
KARABAGLAR                    FAHRETTINALTAY                FAHRETTINALTAY                EXACT                         
KARABAGLAR                    GENERALASIMGUNDUZ             GENERALASIMGUNDUZ             EXACT                         
KARABAGLAR                    GULYAKA                       GULYAKA                       EXACT                         
KARABAGLAR                    GUNALTAY                      GUNALTAY                      EXACT                         
KARABAGLAR                    KARABAGLAR                    KARABAGLAR                    EXACT                         
KARABAGLAR                    KAVACIK                       KAVACIK                       EXACT                         
KARABAGLAR                    KAZIMKARABEKIR                KAZIMKARABEKIR                EXACT                         
KARABAGLAR                    KIBAR                         KIBAR                         EXACT                         
KARABAGLAR                    LIMONTEPE                     LIMONTEPE                     EXACT                         
KARABAGLAR                    MALIYECILER                   MALIYECILER                   EXACT                         
KARABAGLAR                    METINOKTAY                    METINOKTAY                    EXACT                         
KARABAGLAR                    MUAMMERAKAR                   MUAMMERAKAR                   EXACT                         
KARABAGLAR                    OSMANAKSUNER                  OSMANAKSUNER                  EXACT                         
KARABAGLAR                    PEKER                         PEKER                         EXACT                         
KARABAGLAR                    POLIGON                       POLIGON                       EXACT                         
KARABAGLAR                    REFETBELE                     REFETBELE                     EXACT                         
KARABAGLAR                    REIS                          REIS                          EXACT                         
KARABAGLAR                    SALIHOMURTAK                  SALIHOMURTAK                  EXACT                         
KARABAGLAR                    SELVILI                       SELVILI                       EXACT                         
KARABAGLAR                    SEVGI                         SEVGI                         EXACT                         
KARABAGLAR                    TAHSINYAZICI                  TAHSINYAZICI                  EXACT                         
KARABAGLAR                    TIRAZLI                       TIRAZLI                       EXACT                         
KARABAGLAR                    UCKUYULAR                     UCKUYULAR                     EXACT                         
KARABAGLAR                    UGURMUMCU                     UGURMUMCU                     EXACT                         
KARABAGLAR                    UZUNDERE                      UZUNDERE                      EXACT                         
KARABAGLAR                    VATAN                         VATAN                         EXACT                         
KARABAGLAR                    YASARKEMAL                    YASARKEMAL                    EXACT                         
KARABAGLAR                    YUNUSEMRE                     YUNUSEMRE                     EXACT                         
KARABAGLAR                    YURDOGLU                      YURDOGLU                      EXACT                         
KARABAGLAR                    YUZBASISERAFETTIN             YUZBASISERAFETTIN             EXACT                         
KARABURUN                     ANBARSEKI                     ANBARSEKI                     EXACT                         
KARABURUN                     BOZKOY                        BOZKOY                        EXACT                         
KARABURUN                     EGLENHOCA                     EGLENHOCA                     EXACT                         
KARABURUN                     HASSEKI                       HASSEKI                       EXACT                         
KARABURUN                     INECIK                        INECIK                        EXACT                         
KARABURUN                     ISKELE                        ISKELE                        EXACT                         
KARABURUN                     KOSEDERE                      KOSEDERE                      EXACT                         
KARABURUN                     KUCUKBAHCE                    KUCUKBAHCE                    EXACT                         
KARABURUN                     MERKEZ                        MERKEZ                        EXACT                         
KARABURUN                     MORDOGAN                      MORDOGAN                      EXACT                         
KARABURUN                     PARLAK                        PARLAK                        EXACT                         
KARABURUN                     SAIP                          SAIP                          EXACT                         
KARABURUN                     SALMAN                        SALMAN                        EXACT                         
KARABURUN                     SARPINCIK                     SARPINCIK                     EXACT                         
KARABURUN                     TEPEBOZ                       TEPEBOZ                       EXACT                         
KARABURUN                     YAYLA                         YAYLA                         EXACT                         
KARSIYAKA                     AKSOY                         AKSOY                         EXACT                         
KARSIYAKA                     ALAYBEY                       ALAYBEY                       EXACT                         
KARSIYAKA                     ATAKENT                       ATAKENT                       EXACT                         
KARSIYAKA                     BAHARIYE                      BAHARIYE                      EXACT                         
KARSIYAKA                     BAHCELIEVLER                  BAHCELIEVLER                  EXACT                         
KARSIYAKA                     BAHRIYEUCOK                   BAHRIYEUCOK                   EXACT                         
KARSIYAKA                     BOSTANLI                      BOSTANLI                      EXACT                         
KARSIYAKA                     CUMHURIYET                    CUMHURIYET                    EXACT                         
KARSIYAKA                     DEDEBASI                      DEDEBASI                      EXACT                         
KARSIYAKA                     DEMIRKOPRU                    DEMIRKOPRU                    EXACT                         
KARSIYAKA                     DONANMACI                     DONANMACI                     EXACT                         
KARSIYAKA                     FIKRIALTAY                    FIKRIALTAY                    EXACT                         
KARSIYAKA                     GONCALAR                      GONCALAR                      EXACT                         
KARSIYAKA                     IMBATLI                       IMBATLI                       EXACT                         
KARSIYAKA                     INONU                         INONU                         EXACT                         
KARSIYAKA                     LATIFEHANIM                   LATIFEHANIM                   EXACT                         
KARSIYAKA                     MAVISEHIR                     MAVISEHIR                     EXACT                         
KARSIYAKA                     MUSTAFAKEMAL                  MUSTAFAKEMAL                  EXACT                         
KARSIYAKA                     NERGIZ                        NERGIZ                        EXACT                         
KARSIYAKA                     ORNEKKOY                      ORNEKKOY                      EXACT                         
KARSIYAKA                     SANCAKLI                      SANCAKLI                      EXACT                         
KARSIYAKA                     SEMIKLER                      SEMIKLER                      EXACT                         
KARSIYAKA                     TERSANE                       TERSANE                       EXACT                         
KARSIYAKA                     TUNA                          TUNA                          EXACT                         
KARSIYAKA                     YALI                          YALI                          EXACT                         
KARSIYAKA                     YAMANLAR                      YAMANLAR                      EXACT                         
KARSIYAKA                     ZUBEYDEHANIM                  ZUBEYDEHANIM                  EXACT                         
KEMALPASA                     AKALAN                        AKALAN                        EXACT                         
KEMALPASA                     ANSIZCA                       ANSIZCA                       EXACT                         
KEMALPASA                     ARMUTLU85.YILCUMHURIYET       85.YILCUMHURIYET              SUBSTRING                     
KEMALPASA                     ARMUTLUHURRIYET               HURRIYET                      SUBSTRING                     
KEMALPASA                     ASAGIKIZILCA                  ASAGIKIZILCA                  EXACT                         
KEMALPASA                     ASAGIYENMIS                   ASAGIYENMIS                   EXACT                         
KEMALPASA                     ATATURK                       ATATURK                       EXACT                         
KEMALPASA                     BAGYURDU29EKIM                29EKIM                        SUBSTRING                     
KEMALPASA                     BAGYURDUKAZIMPASA             KAZIMPASA                     SUBSTRING                     
KEMALPASA                     BAGYURDUKEMALATATURK          KEMALATATURK                  SUBSTRING                     
KEMALPASA                     BAYRAMLI                      BAYRAMLI                      EXACT                         
KEMALPASA                     BESPINAR                      BESPINAR                      EXACT                         
KEMALPASA                     CAMBEL                        CAMBEL                        EXACT                         
KEMALPASA                     CINILIKOY                     CINILIKOY                     EXACT                         
KEMALPASA                     CUMALI                        CUMALI                        EXACT                         
KEMALPASA                     DAMLACIK                      DAMLACIK                      EXACT                         
KEMALPASA                     DEREKOY                       DEREKOY                       EXACT                         
KEMALPASA                     GOKCEYURT                     GOKCEYURT                     EXACT                         
KEMALPASA                     GOKYAKA                       GOKYAKA                       EXACT                         
KEMALPASA                     HALILBEYLI                    HALILBEYLI                    EXACT                         
KEMALPASA                     HAMZABABA                     HAMZABABA                     EXACT                         
KEMALPASA                     KAMBERLER                     KAMBERLER                     EXACT                         
KEMALPASA                     KIZILUZUM                     KIZILUZUM                     EXACT                         
KEMALPASA                     KUYUCAK                       KUYUCAK                       EXACT                         
KEMALPASA                     MEHMETAKIFERSOY               MEHMETAKIFERSOY               EXACT                         
KEMALPASA                     NAZARKOY                      NAZARKOY                      EXACT                         
KEMALPASA                     OREN75.YILCUMHURIYET          75.YILCUMHURIYET              SUBSTRING                     
KEMALPASA                     ORNEKKOY                      ORNEKKOY                      EXACT                         
KEMALPASA                     OVACIK                        OVACIK                        EXACT                         
KEMALPASA                     SARICALI                      SARICALI                      EXACT                         
KEMALPASA                     SARILAR                       SARILAR                       EXACT                         
KEMALPASA                     SEKIZEYLUL                    SEKIZEYLUL                    EXACT                         
KEMALPASA                     SINANCILAR                    SINANCILAR                    EXACT                         
KEMALPASA                     SOGUKPINAR                    SOGUKPINAR                    EXACT                         
KEMALPASA                     SUTCULER                      SUTCULER                      EXACT                         
KEMALPASA                     ULUCAKCUMHURIYET              CUMHURIYET                    SUBSTRING                     
KEMALPASA                     ULUCAKISTIKLAL                ISTIKLAL                      SUBSTRING                     
KEMALPASA                     ULUCAKMUSTAFAKEMALATATURK     MUSTAFAKEMALATATURK           SUBSTRING                     
KEMALPASA                     VISNELI                       VISNELI                       EXACT                         
KEMALPASA                     YENIKURUDERE                  YENIKURUDERE                  EXACT                         
KEMALPASA                     YESILKOY                      YESILKOY                      EXACT                         
KEMALPASA                     YESILYURT                     YESILYURT                     EXACT                         
KEMALPASA                     YIGITLER                      YIGITLER                      EXACT                         
KEMALPASA                     YUKARIKIZILCAMERKEZ           YUKARIKIZILCAMERKEZ           EXACT                         
KEMALPASA                     ZEAMET                        ZEAMET                        EXACT                         
KINIK                         ARPADERE                      ARPADERE                      EXACT                         
KINIK                         ARPASEKI                      ARPASEKI                      EXACT                         
KINIK                         ASAGI                         ASAGI                         EXACT                         
KINIK                         AZIZIYE                       AZIZIYE                       EXACT                         
KINIK                         BADEMALAN                     BADEMALAN                     EXACT                         
KINIK                         BAGALAN                       BAGALAN                       EXACT                         
KINIK                         BALABAN                       BALABAN                       EXACT                         
KINIK                         BUYUKOBA                      BUYUKOBA                      EXACT                         
KINIK                         CALTI                         CALTI                         EXACT                         
KINIK                         CANKOY                        CANKOY                        EXACT                         
KINIK                         CIFTLIKKOY                    CIFTLIKKOY                    EXACT                         
KINIK                         CUMALI                        CUMALI                        EXACT                         
KINIK                         DEGIRMENCIELI                 DEGIRMENCIELI                 EXACT                         
KINIK                         DUNDARLI                      DUNDARLI                      EXACT                         
KINIK                         ELMADERE                      ELMADERE                      EXACT                         
KINIK                         FATIH                         FATIH                         EXACT                         
KINIK                         HAMZAHOCALI                   HAMZAHOCALI                   EXACT                         
KINIK                         IBRAHIMAGA                    IBRAHIMAGA                    EXACT                         
KINIK                         ISIKLAR                       ISIKLAR                       EXACT                         
KINIK                         KALEMKOY                      KALEMKOY                      EXACT                         
KINIK                         KARADERE                      KARADERE                      EXACT                         
KINIK                         KARATEKELI                    KARATEKELI                    EXACT                         
KINIK                         KOCAOMER                      KOCAOMER                      EXACT                         
KINIK                         KODUKBURUN                    KODUKBURUN                    EXACT                         
KINIK                         KOSELER                       KOSELER                       EXACT                         
KINIK                         MISTIKLAR                     MISTIKLAR                     EXACT                         
KINIK                         MUSACALI                      MUSACALI                      EXACT                         
KINIK                         ORTULU                        ORTULU                        EXACT                         
KINIK                         OSMANIYE                      OSMANIYE                      EXACT                         
KINIK                         POYRACIK                      POYRACIK                      EXACT                         
KINIK                         SUCAHLI                       SUCAHLI                       EXACT                         
KINIK                         TASTEPE                       TASTEPE                       EXACT                         
KINIK                         TURKCEDIT                     TURKCEDIT                     EXACT                         
KINIK                         YAYAKENT                      YAYAKENT                      EXACT                         
KINIK                         YAYLAKOY                      YAYLAKOY                      EXACT                         
KINIK                         YENI                          YENI                          EXACT                         
KINIK                         YUKARI                        YUKARI                        EXACT                         
KIRAZ                         AHMETLER                      AHMETLER                      EXACT                         
KIRAZ                         AKPINAR                       AKPINAR                       EXACT                         
KIRAZ                         ALTINOLUK                     ALTINOLUK                     EXACT                         
KIRAZ                         ARKACILAR                     ARKACILAR                     EXACT                         
KIRAZ                         AVUNDURUK                     AVUNDURUK                     EXACT                         
KIRAZ                         AYDOGDU                       AYDOGDU                       EXACT                         
KIRAZ                         BAHCEARASI                    BAHCEARASI                    EXACT                         
KIRAZ                         BASARAN                       BASARAN                       EXACT                         
KIRAZ                         CANAKCI                       CANAKCI                       EXACT                         
KIRAZ                         CATAK                         CATAK                         EXACT                         
KIRAZ                         CAYAGZI                       CAYAGZI                       EXACT                         
KIRAZ                         CERITLER                      CERITLER                      EXACT                         
KIRAZ                         CEVIZLI                       CEVIZLI                       EXACT                         
KIRAZ                         COMLEKCI                      COMLEKCI                      EXACT                         
KIRAZ                         CUMHURIYET                    CUMHURIYET                    EXACT                         
KIRAZ                         DOGANCILAR                    DOGANCILAR                    EXACT                         
KIRAZ                         DOKUZLAR                      DOKUZLAR                      EXACT                         
KIRAZ                         EMENLER                       EMENLER                       EXACT                         
KIRAZ                         GEDIK                         GEDIK                         EXACT                         
KIRAZ                         HALILLER                      HALILLER                      EXACT                         
KIRAZ                         HISAR                         HISAR                         EXACT                         
KIRAZ                         IGDELI                        IGDELI                        EXACT                         
KIRAZ                         ISTIKLAL                      ISTIKLAL                      EXACT                         
KIRAZ                         KALEKOY                       KALEKOY                       EXACT                         
KIRAZ                         KARABAG                       KARABAG                       EXACT                         
KIRAZ                         KARABULU                      KARABOLU                      STRICT_FUZZY                  
KIRAZ                         KARABURC                      KARABURC                      EXACT                         
KIRAZ                         KARAMAN                       KARAMAN                       EXACT                         
KIRAZ                         KIBAR                         KIBAR                         EXACT                         
KIRAZ                         KIRKOY                        KIRKOY                        EXACT                         
KIRAZ                         MAVIDERE                      MAVIDERE                      EXACT                         
KIRAZ                         MERSINLIDERE                  MERSINLIDERE                  EXACT                         
KIRAZ                         OLGUNLAR                      OLGUNLAR                      EXACT                         
KIRAZ                         ORENCIK                       ORENCIK                       EXACT                         
KIRAZ                         OREN                          OREN                          EXACT                         
KIRAZ                         OVACIK                        OVACIK                        EXACT                         
KIRAZ                         PINARBASI                     PINARBASI                     EXACT                         
KIRAZ                         SACLI                         SACLI                         EXACT                         
KIRAZ                         SARIKAYA                      SARIKAYA                      EXACT                         
KIRAZ                         SARISU                        SARISU                        EXACT                         
KIRAZ                         SEMSILER                      SEMSILER                      EXACT                         
KIRAZ                         SIRIMLI                       SIRIMLI                       EXACT                         
KIRAZ                         SOLAKLAR                      SOLAKLAR                      EXACT                         
KIRAZ                         SULUDERE                      SULUDERE                      EXACT                         
KIRAZ                         TASLIYATAK                    TASLIYATAK                    EXACT                         
KIRAZ                         TEKBICAKLAR                   TEKBICAKLAR                   EXACT                         
KIRAZ                         TUMBULLAR                     TUMBULLAR                     EXACT                         
KIRAZ                         UMURCALI                      UMURCALI                      EXACT                         
KIRAZ                         UMURLU                        UMURLU                        EXACT                         
KIRAZ                         UZUNKOY                       UZUNKOY                       EXACT                         
KIRAZ                         VELILER                       VELILER                       EXACT                         
KIRAZ                         YAGLAR                        YAGLAR                        EXACT                         
KIRAZ                         YENIKOY                       YENIKOY                       EXACT                         
KIRAZ                         YENI                          YENI                          EXACT                         
KIRAZ                         YENISEHIR                     YENISEHIR                     EXACT                         
KIRAZ                         YESILDERE                     YESILDERE                     EXACT                         
KONAK                         19MAYIS                       19MAYIS                       EXACT                         
KONAK                         2.KADRIYE                     2.KADRIYE                     EXACT                         
KONAK                         AKARCALI                      AKARCALI                      EXACT                         
KONAK                         AKDENIZ                       AKDENIZ                       EXACT                         
KONAK                         AKINCI                        AKINCI                        EXACT                         
KONAK                         ALSANCAK                      ALSANCAK                      EXACT                         
KONAK                         ALTINTAS                      ALTINTAS                      EXACT                         
KONAK                         ANADOLU                       ANADOLU                       EXACT                         
KONAK                         ATILLA                        ATILLA                        EXACT                         
KONAK                         BARBAROS                      BARBAROS                      EXACT                         
KONAK                         BOGAZICI                      BOGAZICI                      EXACT                         
KONAK                         CANKAYA                       CANKAYA                       EXACT                         
KONAK                         CENGIZTOPEL                   CENGIZTOPEL                   EXACT                         
KONAK                         CINARLI                       CINARLI                       EXACT                         
KONAK                         CINARTEPE                     CINARTEPE                     EXACT                         
KONAK                         EMIRSULTAN                    EMIRSULTAN                    EXACT                         
KONAK                         FERAHLI                       FERAHLI                       EXACT                         
KONAK                         GOZTEPE                       GOZTEPE                       EXACT                         
KONAK                         GUNESLI                       GUNESLI                       EXACT                         
KONAK                         GUNEY                         GUNEY                         EXACT                         
KONAK                         GUZELYALI                     GUZELYALI                     EXACT                         
KONAK                         HALKAPINAR                    HALKAPINAR                    EXACT                         
KONAK                         HILAL                         HILAL                         EXACT                         
KONAK                         ISMETPASA                     ISMETPASA                     EXACT                         
KONAK                         KAHRAMANLAR                   KAHRAMANLAR                   EXACT                         
KONAK                         KILICREIS                     KILICREIS                     EXACT                         
KONAK                         KONAK                         KONAK                         EXACT                         
KONAK                         KULTUR                        KULTUR                        EXACT                         
KONAK                         LALE                          LALE                          EXACT                         
KONAK                         MEHMETALIAKMAN                MEHMETALIAKMAN                EXACT                         
KONAK                         MERSINLI                      MERSINLI                      EXACT                         
KONAK                         MIMARSINAN                    MIMARSINAN                    EXACT                         
KONAK                         MITHATPASA                    MITHATPASA                    EXACT                         
KONAK                         MURAT                         MURAT                         EXACT                         
KONAK                         MURATREIS                     MURATREIS                     EXACT                         
KONAK                         NAMIKKEMAL                    NAMIKKEMAL                    EXACT                         
KONAK                         OGUZLAR                       OGUZLAR                       EXACT                         
KONAK                         PIRIREIS                      PIRIREIS                      EXACT                         
KONAK                         SAYGI                         SAYGI                         EXACT                         
KONAK                         ULUBATLI                      ULUBATLI                      EXACT                         
KONAK                         UMURBEY                       UMURBEY                       EXACT                         
KONAK                         YENIDOGAN                     YENIDOGAN                     EXACT                         
KONAK                         YENI                          YENI                          EXACT                         
KONAK                         YENISEHIR                     YENISEHIR                     EXACT                         
KONAK                         ZEYTINLIK                     ZEYTINLIK                     EXACT                         
MENDERES                      AHMETBEYLI                    AHMETBEYLI                    EXACT                         
MENDERES                      AKCAKOY                       AKCAKOY                       EXACT                         
MENDERES                      ALTINTEPE                     ALTINTEPE                     EXACT                         
MENDERES                      ATAKOY                        ATAKOY                        EXACT                         
MENDERES                      ATA                           ATA                           EXACT                         
MENDERES                      BARBAROS                      BARBAROS                      EXACT                         
MENDERES                      BULGURCA                      BULGURCA                      EXACT                         
MENDERES                      CAKALTEPE                     CAKALTEPE                     EXACT                         
MENDERES                      CAMONU                        CAMONU                        EXACT                         
MENDERES                      CATALCA                       CATALCA                       EXACT                         
MENDERES                      CILE                          CILE                          EXACT                         
MENDERES                      CILEME                        CILEME                        EXACT                         
MENDERES                      CUKURALTI                     CUKURALTI                     EXACT                         
MENDERES                      CUNEYTBEY                     CUNEYTBEY                     EXACT                         
MENDERES                      DEGIRMENDERE                  DEGIRMENDERE                  EXACT                         
MENDERES                      DEREKOY                       DEREKOY                       EXACT                         
MENDERES                      DEVELI                        DEVELI                        EXACT                         
MENDERES                      EFEMCUKURU                    EFEMCUKURU                    EXACT                         
MENDERES                      GAZIPASA                      GAZIPASA                      EXACT                         
MENDERES                      GOLCUKLER                     GOLCUKLER                     EXACT                         
MENDERES                      GOLOVA                        GOLOVA                        EXACT                         
MENDERES                      GORECECUMHURIYET              GORECECUMHURIYET              EXACT                         
MENDERES                      GUMULDURATATURK               GUMULDURATATURK               EXACT                         
MENDERES                      GUMULDURCUMHURIYET            GUMULDURCUMHURIYET            EXACT                         
MENDERES                      GUMULDURFEVZICAKMAK           GUMULDURFEVZICAKMAK           EXACT                         
MENDERES                      GUMULDURINONU                 GUMULDURINONU                 EXACT                         
MENDERES                      HURRIYET                      HURRIYET                      EXACT                         
MENDERES                      KARAKUYU                      KARAKUYU                      EXACT                         
MENDERES                      KASIMPASA                     KASIMPASA                     EXACT                         
MENDERES                      KELER                         KELER                         EXACT                         
MENDERES                      KEMALPASA                     KEMALPASA                     EXACT                         
MENDERES                      KISIK                         KISIK                         EXACT                         
MENDERES                      KUNER                         KUNER                         EXACT                         
MENDERES                      KUYUCAK                       KUYUCAK                       EXACT                         
MENDERES                      MITHATPASA                    MITHATPASA                    EXACT                         
MENDERES                      OGLANANASIATATURK             OGLANANASIATATURK             EXACT                         
MENDERES                      ORTA                          ORTA                          EXACT                         
MENDERES                      OZDERECUMHURIYET              OZDERECUMHURIYET              EXACT                         
MENDERES                      SANCAKLI                      SANCAKLI                      EXACT                         
MENDERES                      SASAL                         SASAL                         EXACT                         
MENDERES                      TEKELIATATURK                 TEKELIATATURK                 EXACT                         
MENDERES                      YENIKOY                       YENIKOY                       EXACT                         
MENEMEN                       29EKIM                        29EKIMMAH.                    EXACT                         
MENEMEN                       30AGUSTOS                     30AGUSTOSMAH.                 EXACT                         
MENEMEN                       75.YILCUMHURIYET              75.YILCUMHURIYET              EXACT                         
MENEMEN                       85.YILCUMHURIYET              85.YILCUMHURIYETMAH.          EXACT                         
MENEMEN                       9EYLUL                        9EYLULMAH.                    EXACT                         
MENEMEN                       AHIHIDIR                      AHIHIDIR                      EXACT                         
MENEMEN                       ALANICI                       ALANICI                       EXACT                         
MENEMEN                       ATATURK                       ATATURK                       EXACT                         
MENEMEN                       AYVACIK                       AYVACIK                       EXACT                         
MENEMEN                       BAGCILAR                      BAGCILAR                      EXACT                         
MENEMEN                       BELEN                         BELEN                         EXACT                         
MENEMEN                       BOZALAN                       BOZALAN                       EXACT                         
MENEMEN                       BURUNCUK                      BURUNCUK                      EXACT                         
MENEMEN                       CALTI                         CALTI                         EXACT                         
MENEMEN                       CAMIIKEBIR                    CAMIKEBIR                     STRICT_FUZZY                  
MENEMEN                       CAVUS                         CAVUS                         EXACT                         
MENEMEN                       CUMHURIYET                    CUMHURIYET                    EXACT                         
MENEMEN                       DEGIRMENDERE                  DEGIRMENDERE                  EXACT                         
MENEMEN                       DOGA                          DOGA                          EXACT                         
MENEMEN                       EMIRALEMMERKEZ                EMIRALEM                      SUBSTRING                     
MENEMEN                       ESATPASA                      ESATPASA                      EXACT                         
MENEMEN                       FATIH                         FATIH                         EXACT                         
MENEMEN                       GAYBI                         GAYBI                         EXACT                         
MENEMEN                       GAZI                          GAZI                          EXACT                         
MENEMEN                       GAZIMUSTAFAKEMAL              GAZIMUSTAFAKEMAL              EXACT                         
MENEMEN                       GOKTEPE                       GOKTEPE                       EXACT                         
MENEMEN                       GOLCUK                        GOLCUK                        EXACT                         
MENEMEN                       GORECE                        GORECE                        EXACT                         
MENEMEN                       GUNERLI                       GUNERLI                       EXACT                         
MENEMEN                       HASANLAR                      HASANLAR                      EXACT                         
MENEMEN                       HATUNDERE                     HATUNDERE                     EXACT                         
MENEMEN                       HAYKIRAN                      HAYKIRAN                      EXACT                         
MENEMEN                       IGNEDERE                      IGNEDERE                      EXACT                         
MENEMEN                       INCIRLIPINAR                  INCIRLIPINAR                  EXACT                         
MENEMEN                       INONU                         INONU                         EXACT                         
MENEMEN                       IRMAK                         IRMAK                         EXACT                         
MENEMEN                       ISMETINONU                    ISMETINONU                    EXACT                         
MENEMEN                       ISTIKLAL                      ISTIKLAL                      EXACT                         
MENEMEN                       KARAORMAN                     KARAORMAN                     EXACT                         
MENEMEN                       KASIMPASA                     KASIMPASA                     EXACT                         
MENEMEN                       KAZIMPASA                     KAZIMPASA                     EXACT                         
MENEMEN                       KEMALATATURK                  KEMALATATURK                  EXACT                         
MENEMEN                       KESIK                         KESIK                         EXACT                         
MENEMEN                       MERMERLI                      MERMERLI                      EXACT                         
MENEMEN                       MUSABEY                       MUSABEY                       EXACT                         
